name,tags,time,out
net,"host=eveticksuricata-VirtualBox,interface=enp2s0",2018-07-07T00:00:00Z,1.2950256488858576
net,"host=eveticksuricata-VirtualBox,interface=enp2s0",2018-07-08T00:00:00Z,0.9506046596364872
net,"host=eveticksuricata-VirtualBox,interface=enp2s0",2018-07-09T00:00:00Z,1.0270612354252404
net,"host=eveticksuricata-VirtualBox,interface=enp2s0",2018-07-10T00:00:00Z,0.9277278592249678
net,"host=eveticksuricata-VirtualBox,interface=enp2s0",2018-07-11T00:00:00Z,1.2789503493655692
net,"host=eveticksuricata-VirtualBox,interface=enp2s0",2018-07-12T00:00:00Z,0.9508477259087791
net,"host=eveticksuricata-VirtualBox,interface=enp2s0",2018-07-13T00:00:00Z,0.9313904213820287
net,"host=eveticksuricata-VirtualBox,interface=enp2s0",2018-07-14T00:00:00Z,0.9430762710048024
net,"host=eveticksuricata-VirtualBox,interface=enp2s0",2018-07-15T00:00:00Z,0.9184629736796961
net,"host=eveticksuricata-VirtualBox,interface=enp2s0",2018-07-16T00:00:00Z,0.9300564879115242
net,"host=eveticksuricata-VirtualBox,interface=enp2s0",2018-07-17T00:00:00Z,0.900618141289435
net,"host=eveticksuricata-VirtualBox,interface=enp2s0",2018-07-18T00:00:00Z,0.9882074545610467
net,"host=eveticksuricata-VirtualBox,interface=enp2s0",2018-07-19T00:00:00Z,0.9982565586419757
net,"host=eveticksuricata-VirtualBox,interface=enp2s0",2018-07-20T00:00:00Z,2.012767393261316
net,"host=eveticksuricata-VirtualBox,interface=enp2s0",2018-07-21T00:00:00Z,1.8471269397290813
net,"host=eveticksuricata-VirtualBox,interface=enp2s0",2018-07-22T00:00:00Z,1.732753600823042
net,"host=eveticksuricata-VirtualBox,interface=enp2s0",2018-07-23T00:00:00Z,2.3574527391975346
net,"host=eveticksuricata-VirtualBox,interface=enp2s0",2018-07-24T00:00:00Z,2.3521120434670753
net,"host=eveticksuricata-VirtualBox,interface=enp2s0",2018-07-25T00:00:00Z,3.977738297325101
net,"host=eveticksuricata-VirtualBox,interface=enp2s0",2018-07-26T00:00:00Z,5.049019140089163
net,"host=eveticksuricata-VirtualBox,interface=enp2s0",2018-07-27T00:00:00Z,4.763314439729083
net,"host=eveticksuricata-VirtualBox,interface=enp2s0",2018-07-28T00:00:00Z,3.4866259645061737
net,"host=eveticksuricata-VirtualBox,interface=enp2s0",2018-07-29T00:00:00Z,3.283252250514407
net,"host=eveticksuricata-VirtualBox,interface=enp2s0",2018-07-30T00:00:00Z,3.394430148319613
net,"host=eveticksuricata-VirtualBox,interface=enp2s0",2018-07-31T00:00:00Z,4.002602827074761
