name,tags,time,in
net,"host=eveticksuricata-VirtualBox,interface=enp3s0",2018-10-08T00:00:00Z,34733.83926817788
net,"host=eveticksuricata-VirtualBox,interface=enp3s0",2018-10-09T00:00:00Z,53438.83434804775
net,"host=eveticksuricata-VirtualBox,interface=enp3s0",2018-10-10T00:00:00Z,47284.422609696565
net,"host=eveticksuricata-VirtualBox,interface=enp3s0",2018-10-11T00:00:00Z,49279.87112426051
net,"host=eveticksuricata-VirtualBox,interface=enp3s0",2018-10-12T00:00:00Z,164019.32330389446
net,"host=eveticksuricata-VirtualBox,interface=enp3s0",2018-10-13T00:00:00Z,81203.58819368362
net,"host=eveticksuricata-VirtualBox,interface=enp3s0",2018-10-14T00:00:00Z,85752.68715451346
net,"host=eveticksuricata-VirtualBox,interface=enp3s0",2018-10-15T00:00:00Z,73670.74425068608
net,"host=eveticksuricata-VirtualBox,interface=enp3s0",2018-10-16T00:00:00Z,53643.17891931393
net,"host=eveticksuricata-VirtualBox,interface=enp3s0",2018-10-17T00:00:00Z,63159.63490653921
net,"host=eveticksuricata-VirtualBox,interface=enp3s0",2018-10-18T00:00:00Z,71975.22385161577
net,"host=eveticksuricata-VirtualBox,interface=enp3s0",2018-10-19T00:00:00Z,93536.9793091993
net,"host=eveticksuricata-VirtualBox,interface=enp3s0",2018-10-20T00:00:00Z,63298.26150183219
net,"host=eveticksuricata-VirtualBox,interface=enp3s0",2018-10-21T00:00:00Z,68372.6389135276
net,"host=eveticksuricata-VirtualBox,interface=enp3s0",2018-10-22T00:00:00Z,69311.58613550257
net,"host=eveticksuricata-VirtualBox,interface=enp3s0",2018-10-23T00:00:00Z,57451.66492023468
net,"host=eveticksuricata-VirtualBox,interface=enp3s0",2018-10-24T00:00:00Z,58494.80486162539
net,"host=eveticksuricata-VirtualBox,interface=enp3s0",2018-10-25T00:00:00Z,73899.2156611266
net,"host=eveticksuricata-VirtualBox,interface=enp3s0",2018-10-26T00:00:00Z,102962.2672940134
net,"host=eveticksuricata-VirtualBox,interface=enp3s0",2018-10-27T00:00:00Z,102216.1357927605
net,"host=eveticksuricata-VirtualBox,interface=enp3s0",2018-10-28T00:00:00Z,105010.15758642973
net,"host=eveticksuricata-VirtualBox,interface=enp3s0",2018-10-29T00:00:00Z,140536.45810515227
net,"host=eveticksuricata-VirtualBox,interface=enp3s0",2018-10-30T00:00:00Z,121104.41310377051
net,"host=eveticksuricata-VirtualBox,interface=enp3s0",2018-10-31T00:00:00Z,94997.37911028544
net,"host=eveticksuricata-VirtualBox,interface=enp3s0",2018-11-01T00:00:00Z,119113.25842386881
net,"host=eveticksuricata-VirtualBox,interface=enp3s0",2018-11-02T00:00:00Z,88096.42322899571
net,"host=eveticksuricata-VirtualBox,interface=enp3s0",2018-11-03T00:00:00Z,92353.01172879113
net,"host=eveticksuricata-VirtualBox,interface=enp3s0",2018-11-04T00:00:00Z,144485.2878871748
net,"host=eveticksuricata-VirtualBox,interface=enp3s0",2018-11-05T00:00:00Z,162820.63586046713
net,"host=eveticksuricata-VirtualBox,interface=enp3s0",2018-11-06T00:00:00Z,122286.43046033788
net,"host=eveticksuricata-VirtualBox,interface=enp3s0",2018-11-07T00:00:00Z,146370.7822778306
net,"host=eveticksuricata-VirtualBox,interface=enp3s0",2018-11-08T00:00:00Z,139641.38884967662
net,"host=eveticksuricata-VirtualBox,interface=enp3s0",2018-11-09T00:00:00Z,150852.05861013624
net,"host=eveticksuricata-VirtualBox,interface=enp3s0",2018-11-10T00:00:00Z,137242.07928620093
net,"host=eveticksuricata-VirtualBox,interface=enp3s0",2018-11-11T00:00:00Z,89079.5803158753
net,"host=eveticksuricata-VirtualBox,interface=enp3s0",2018-11-12T00:00:00Z,89324.69532155637
net,"host=eveticksuricata-VirtualBox,interface=enp3s0",2018-11-13T00:00:00Z,160324.31573315372
net,"host=eveticksuricata-VirtualBox,interface=enp3s0",2018-11-14T00:00:00Z,111396.99382212322
net,"host=eveticksuricata-VirtualBox,interface=enp3s0",2018-11-15T00:00:00Z,70265.16633989122
net,"host=eveticksuricata-VirtualBox,interface=enp3s0",2018-11-16T00:00:00Z,65763.54225596957
net,"host=eveticksuricata-VirtualBox,interface=enp3s0",2018-11-17T00:00:00Z,88460.8763256172
net,"host=eveticksuricata-VirtualBox,interface=enp3s0",2018-11-18T00:00:00Z,99583.84994506695
net,"host=eveticksuricata-VirtualBox,interface=enp3s0",2018-11-19T00:00:00Z,99068.36460841991
net,"host=eveticksuricata-VirtualBox,interface=enp3s0",2018-11-20T00:00:00Z,107313.7860619326
net,"host=eveticksuricata-VirtualBox,interface=enp3s0",2018-11-21T00:00:00Z,108940.976006741
net,"host=eveticksuricata-VirtualBox,interface=enp3s0",2018-11-22T00:00:00Z,98704.38558023665
net,"host=eveticksuricata-VirtualBox,interface=enp3s0",2018-11-23T00:00:00Z,128876.52832569122
net,"host=eveticksuricata-VirtualBox,interface=enp3s0",2018-11-24T00:00:00Z,186076.9733904111
net,"host=eveticksuricata-VirtualBox,interface=enp3s0",2018-11-25T00:00:00Z,155887.7266809096
net,"host=eveticksuricata-VirtualBox,interface=enp3s0",2018-11-26T00:00:00Z,121931.40174604487
